case_id,message,mood,subcategory
0258,"This evening, I worried about mistakes I haven’t made the weather was beautiful and I stayed numb and I feel worn thin.",very_sad,anxiety
0259,"After a long silence, my hands trembled while doing nothing important and every step feels two steps back. I put on a song and it felt hollow.",very_sad,anxiety
0260,"In the middle of everything, I rehearsed answers to questions nobody asked and every step feels two steps back.",very_sad,anxiety
0261,"Today, tiny tasks felt huge and shaky at work the update landed and I felt nothing and I feel worn thin. I made tea and watched the steam fade.",very_sad,anxiety
0262,"Early this morning, my breathing sped up over something small the lecture ended and I couldn’t recall a single point and I’m not sure how to keep going like this.",very_sad,anxiety
0263,"In the middle of everything, I felt on edge like a door half open the lecture ended and I couldn’t recall a single point and it all feels heavy and colorless. I breathed slowly and counted to ten again and again.",very_sad,anxiety
0264,"In the middle of everything, every ping made me jump a little and I can’t find any spark in me.",very_sad,anxiety
0265,my hands trembled while doing nothing important and it all feels heavy and colorless. I washed my face and tried to reset.,very_sad,anxiety
0266,"At the end of it all, I rehearsed answers to questions nobody asked the weather was beautiful and I stayed numb and it all feels heavy and colorless. I folded clothes in silence.",very_sad,anxiety
0267,my hands trembled while doing nothing important I rewound a song three times and felt less each loop and nothing seems to lift the weight.,very_sad,anxiety
0268,"At the end of it all, my hands trembled while doing nothing important laundry finished and I let it sit in the basket and I’m tired in a way sleep doesn’t fix.",very_sad,anxiety
0269,I kept scanning the room for what might go wrong I rewound a song three times and felt less each loop,very_sad,anxiety
0270,thoughts looped like a playlist I can’t stop and nothing seems to lift the weight. I breathed slowly and counted to ten again and again.,very_sad,anxiety
0271,my chest felt tight for hours for no clear reason laundry finished and I let it sit in the basket and every step feels two steps back.,very_sad,anxiety
0272,every ping made me jump a little the apartment was clean and I still felt messy inside and hope feels very far away. I folded clothes in silence.,very_sad,anxiety
0273,"After a long silence, I rehearsed answers to questions nobody asked the apartment was clean and I still felt messy inside and it all feels heavy and colorless.",very_sad,anxiety
0274,thoughts looped like a playlist I can’t stop and the day moved past me like fog.,very_sad,anxiety
0275,"This evening, my hands trembled while doing nothing important and hope feels very far away. I watered a plant and felt nothing change.",very_sad,anxiety
0276,"This evening, every ping made me jump a little my phone lit up with news I couldn’t care about I turned off the lights earlier than usual.",very_sad,anxiety
0277,"Somehow, my hands trembled while doing nothing important I rewound a song three times and felt less each loop and every step feels two steps back. I took a slow walk to feel something steady.",very_sad,anxiety
0278,"Honestly, I rehearsed answers to questions nobody asked and every step feels two steps back. I watered a plant and felt nothing change.",very_sad,anxiety
0279,"This evening, I worried about mistakes I haven’t made the apartment was clean and I still felt messy inside and every step feels two steps back. I wrote a few lines and then stopped.",very_sad,anxiety
0280,"Right now, thoughts looped like a playlist I can’t stop on the bus I stared at the same ad for three stops",very_sad,anxiety
0281,"At the end of it all, I rehearsed answers to questions nobody asked and every step feels two steps back.",very_sad,anxiety
0282,"Honestly, my hands trembled while doing nothing important I checked the calendar and closed it right away and nothing seems to lift the weight. I turned off the lights earlier than usual.",very_sad,anxiety
0283,I worried about mistakes I haven’t made and I feel worn thin. I sat by the window and watched nothing in particular.,very_sad,anxiety
0284,"Today, my chest felt tight for hours for no clear reason",very_sad,anxiety
0285,"After a long silence, I worried about mistakes I haven’t made and I feel worn thin.",very_sad,anxiety
0286,"This evening, I worried about mistakes I haven’t made and I feel worn thin. I made tea and watched the steam fade.",very_sad,anxiety
0287,my breathing sped up over something small at work the update landed and I felt nothing and nothing seems to lift the weight. I put on a song and it felt hollow.,very_sad,anxiety
0288,"Somehow, my hands trembled while doing nothing important and every step feels two steps back.",very_sad,anxiety
0289,my breathing sped up over something small and it all feels heavy and colorless.,very_sad,anxiety
0290,"Honestly, my breathing sped up over something small and it all feels heavy and colorless.",very_sad,anxiety
0291,thoughts looped like a playlist I can’t stop and I can’t find any spark in me. I made tea and watched the steam fade.,very_sad,anxiety
0292,my breathing sped up over something small the apartment was clean and I still felt messy inside and I can’t find any spark in me. I wrote a few lines and then stopped.,very_sad,anxiety
0293,I worried about mistakes I haven’t made and it all feels heavy and colorless.,very_sad,anxiety
0294,"Right now, tiny tasks felt huge and shaky and I’m not sure how to keep going like this.",very_sad,anxiety
0295,"At the end of it all, tiny tasks felt huge and shaky and the emptiness hums quietly.",very_sad,anxiety
0296,"At the end of it all, every ping made me jump a little and the emptiness hums quietly.",very_sad,anxiety
0297,"Honestly, my breathing sped up over something small and I feel worn thin. I turned off the lights earlier than usual.",very_sad,anxiety
0298,my breathing sped up over something small I rewound a song three times and felt less each loop and I’m tired in a way sleep doesn’t fix.,very_sad,anxiety
0299,"This evening, tiny tasks felt huge and shaky the lecture ended and I couldn’t recall a single point and I’m tired in a way sleep doesn’t fix.",very_sad,anxiety
0300,"To be real, my chest felt tight for hours for no clear reason and every step feels two steps back.",very_sad,anxiety
0301,"To be real, tiny tasks felt huge and shaky I turned off the lights earlier than usual.",very_sad,anxiety
0302,"Today, my chest felt tight for hours for no clear reason and the day moved past me like fog.",very_sad,anxiety
0303,"In the middle of everything, I kept scanning the room for what might go wrong the weather was beautiful and I stayed numb and I can’t find any spark in me. I took a slow walk to feel something steady.",very_sad,anxiety
0304,my hands trembled while doing nothing important and the emptiness hums quietly. I sat by the window and watched nothing in particular.,very_sad,anxiety
0305,my hands trembled while doing nothing important,very_sad,anxiety
0306,"Today, my breathing sped up over something small and the emptiness hums quietly.",very_sad,anxiety
0307,"Right now, every ping made me jump a little I rewound a song three times and felt less each loop and every step feels two steps back.",very_sad,anxiety
0308,"Somehow, tiny tasks felt huge and shaky the lecture ended and I couldn’t recall a single point and every step feels two steps back.",very_sad,anxiety
0309,I felt on edge like a door half open the apartment was clean and I still felt messy inside and the day moved past me like fog.,very_sad,anxiety
0310,"After a long silence, my hands trembled while doing nothing important laundry finished and I let it sit in the basket and I’m not sure how to keep going like this. I took a slow walk to feel something steady.",very_sad,anxiety
0311,"Somehow, I kept scanning the room for what might go wrong at work the update landed and I felt nothing and the day moved past me like fog.",very_sad,anxiety
0312,tiny tasks felt huge and shaky,very_sad,anxiety
0313,"Today, I felt on edge like a door half open and hope feels very far away. I folded clothes in silence.",very_sad,anxiety
0314,I worried about mistakes I haven’t made and the day moved past me like fog. I put on a song and it felt hollow.,very_sad,anxiety
0315,"This evening, my breathing sped up over something small and nothing seems to lift the weight.",very_sad,anxiety
0316,"Early this morning, my hands trembled while doing nothing important and I’m not sure how to keep going like this. I watered a plant and felt nothing change.",very_sad,anxiety
0317,every ping made me jump a little and it all feels heavy and colorless. I watered a plant and felt nothing change.,very_sad,anxiety
0318,"Today, I kept scanning the room for what might go wrong and hope feels very far away. I made tea and watched the steam fade.",very_sad,anxiety
0319,"After a long silence, my hands trembled while doing nothing important the apartment was clean and I still felt messy inside and the emptiness hums quietly. I washed my face and tried to reset.",very_sad,anxiety
0320,my chest felt tight for hours for no clear reason my phone lit up with news I couldn’t care about I made tea and watched the steam fade.,very_sad,anxiety
0321,"Honestly, my chest felt tight for hours for no clear reason I washed my face and tried to reset.",very_sad,anxiety
0322,"Somehow, thoughts looped like a playlist I can’t stop",very_sad,anxiety
0323,"Today, tiny tasks felt huge and shaky and nothing seems to lift the weight.",very_sad,anxiety
0324,"This evening, every ping made me jump a little and the emptiness hums quietly.",very_sad,anxiety
0325,my chest felt tight for hours for no clear reason on the bus I stared at the same ad for three stops and the day moved past me like fog.,very_sad,anxiety
0326,every ping made me jump a little the lecture ended and I couldn’t recall a single point and the day moved past me like fog.,very_sad,anxiety
0327,I rehearsed answers to questions nobody asked and every step feels two steps back.,very_sad,anxiety
0328,I worried about mistakes I haven’t made I checked the calendar and closed it right away and it all feels heavy and colorless.,very_sad,anxiety
0329,I worried about mistakes I haven’t made and hope feels very far away.,very_sad,anxiety
0330,thoughts looped like a playlist I can’t stop I washed my face and tried to reset.,very_sad,anxiety
0331,"At the end of it all, I felt on edge like a door half open and every step feels two steps back. I folded clothes in silence.",very_sad,anxiety
0332,"Right now, my breathing sped up over something small and I feel worn thin.",very_sad,anxiety
0333,"To be real, my hands trembled while doing nothing important I checked the calendar and closed it right away and hope feels very far away. I breathed slowly and counted to ten again and again.",very_sad,anxiety
0334,"Right now, my breathing sped up over something small and I can’t find any spark in me.",very_sad,anxiety
0335,"Honestly, the evening stretched and I felt like a shadow and it all feels heavy and colorless. I turned off the lights earlier than usual.",very_sad,loneliness
0336,"Early this morning, I missed being understood without explaining and I can’t find any spark in me.",very_sad,loneliness
0337,"Early this morning, I scrolled looking for a message that never came laundry finished and I let it sit in the basket and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0338,I missed being understood without explaining laundry finished and I let it sit in the basket and the day moved past me like fog.,very_sad,loneliness
0339,I scrolled looking for a message that never came and hope feels very far away.,very_sad,loneliness
0340,I sat in a crowded place and felt completely separate the apartment was clean and I still felt messy inside and I can’t find any spark in me.,very_sad,loneliness
0341,the evening stretched and I felt like a shadow my phone lit up with news I couldn’t care about and nothing seems to lift the weight.,very_sad,loneliness
0342,"Right now, I avoided a call because I didn’t have words at work the update landed and I felt nothing and nothing seems to lift the weight.",very_sad,loneliness
0343,"In the middle of everything, I avoided a call because I didn’t have words I checked the calendar and closed it right away and it all feels heavy and colorless. I washed my face and tried to reset.",very_sad,loneliness
0344,"After a long silence, I laughed at a show and wished someone heard it the lecture ended and I couldn’t recall a single point and nothing seems to lift the weight. I sat by the window and watched nothing in particular.",very_sad,loneliness
0345,I laughed at a show and wished someone heard it and I’m tired in a way sleep doesn’t fix.,very_sad,loneliness
0346,"In the middle of everything, I talked out loud to fill the silence and the day moved past me like fog. I sat by the window and watched nothing in particular.",very_sad,loneliness
0347,I waved at a neighbor and felt the distance anyway and nothing seems to lift the weight.,very_sad,loneliness
0348,"Somehow, I avoided a call because I didn’t have words and the day moved past me like fog. I washed my face and tried to reset.",very_sad,loneliness
0349,I wanted to share a moment and no one was around and I’m not sure how to keep going like this.,very_sad,loneliness
0350,I missed being understood without explaining the lecture ended and I couldn’t recall a single point and I can’t find any spark in me.,very_sad,loneliness
0351,"Somehow, I waved at a neighbor and felt the distance anyway laundry finished and I let it sit in the basket and hope feels very far away. I folded clothes in silence.",very_sad,loneliness
0352,"At the end of it all, the house felt quiet in a way that hurt I checked the calendar and closed it right away I put on a song and it felt hollow.",very_sad,loneliness
0353,I laughed at a show and wished someone heard it I cooked something simple and barely tasted it and I’m tired in a way sleep doesn’t fix. I made tea and watched the steam fade.,very_sad,loneliness
0354,"Somehow, I avoided a call because I didn’t have words I checked the calendar and closed it right away and I can’t find any spark in me. I watered a plant and felt nothing change.",very_sad,loneliness
0355,"Early this morning, the evening stretched and I felt like a shadow and every step feels two steps back. I watered a plant and felt nothing change.",very_sad,loneliness
0356,"Somehow, I sat in a crowded place and felt completely separate and the emptiness hums quietly.",very_sad,loneliness
0357,I scrolled looking for a message that never came and the day moved past me like fog. I put on a song and it felt hollow.,very_sad,loneliness
0358,"After a long silence, I missed being understood without explaining and the day moved past me like fog.",very_sad,loneliness
0359,I laughed at a show and wished someone heard it I cooked something simple and barely tasted it and the emptiness hums quietly.,very_sad,loneliness
0360,"This evening, I laughed at a show and wished someone heard it and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0361,"At the end of it all, I missed being understood without explaining I checked the calendar and closed it right away I made tea and watched the steam fade.",very_sad,loneliness
0362,"To be real, I waved at a neighbor and felt the distance anyway the apartment was clean and I still felt messy inside and hope feels very far away.",very_sad,loneliness
0363,I sat in a crowded place and felt completely separate I sat by the window and watched nothing in particular.,very_sad,loneliness
0364,"Today, I talked out loud to fill the silence I cooked something simple and barely tasted it and I feel worn thin.",very_sad,loneliness
0365,the evening stretched and I felt like a shadow I rewound a song three times and felt less each loop and the emptiness hums quietly.,very_sad,loneliness
0366,"Honestly, the evening stretched and I felt like a shadow and I’m not sure how to keep going like this. I put on a song and it felt hollow.",very_sad,loneliness
0367,the evening stretched and I felt like a shadow and nothing seems to lift the weight. I wrote a few lines and then stopped.,very_sad,loneliness
0368,the house felt quiet in a way that hurt I cooked something simple and barely tasted it and I’m tired in a way sleep doesn’t fix.,very_sad,loneliness
0369,I avoided a call because I didn’t have words the lecture ended and I couldn’t recall a single point I sat by the window and watched nothing in particular.,very_sad,loneliness
0370,"Today, I scrolled looking for a message that never came",very_sad,loneliness
0371,"After a long silence, I talked out loud to fill the silence I folded clothes in silence.",very_sad,loneliness
0372,"After a long silence, I avoided a call because I didn’t have words I checked the calendar and closed it right away and nothing seems to lift the weight.",very_sad,loneliness
0373,"This evening, the evening stretched and I felt like a shadow and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0374,"Right now, I scrolled looking for a message that never came and the emptiness hums quietly.",very_sad,loneliness
0375,"Early this morning, the house felt quiet in a way that hurt the weather was beautiful and I stayed numb and the day moved past me like fog.",very_sad,loneliness
0376,"At the end of it all, I talked out loud to fill the silence I folded clothes in silence.",very_sad,loneliness
0377,"At the end of it all, I missed being understood without explaining I checked the calendar and closed it right away and hope feels very far away. I put on a song and it felt hollow.",very_sad,loneliness
0378,"After a long silence, I sat in a crowded place and felt completely separate laundry finished and I let it sit in the basket and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0379,"To be real, I scrolled looking for a message that never came",very_sad,loneliness
0380,"Today, I wanted to share a moment and no one was around the apartment was clean and I still felt messy inside and I’m tired in a way sleep doesn’t fix. I made tea and watched the steam fade.",very_sad,loneliness
0381,"To be real, the evening stretched and I felt like a shadow the lecture ended and I couldn’t recall a single point and hope feels very far away. I folded clothes in silence.",very_sad,loneliness
0382,"Honestly, I waved at a neighbor and felt the distance anyway and every step feels two steps back.",very_sad,loneliness
0383,I wanted to share a moment and no one was around and nothing seems to lift the weight.,very_sad,loneliness
0384,"In the middle of everything, I waved at a neighbor and felt the distance anyway I rewound a song three times and felt less each loop and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0385,"Honestly, the evening stretched and I felt like a shadow and I can’t find any spark in me.",very_sad,loneliness
0386,I avoided a call because I didn’t have words,very_sad,loneliness
0387,"Early this morning, I talked out loud to fill the silence and the day moved past me like fog.",very_sad,loneliness
0388,"Honestly, I wanted to share a moment and no one was around and I’m not sure how to keep going like this. I sat by the window and watched nothing in particular.",very_sad,loneliness
0389,I scrolled looking for a message that never came and it all feels heavy and colorless.,very_sad,loneliness
0390,"In the middle of everything, the house felt quiet in a way that hurt and I’m tired in a way sleep doesn’t fix. I sat by the window and watched nothing in particular.",very_sad,loneliness
0391,I missed being understood without explaining,very_sad,loneliness
0392,I talked out loud to fill the silence and the day moved past me like fog. I breathed slowly and counted to ten again and again.,very_sad,loneliness
0393,"Somehow, I missed being understood without explaining and it all feels heavy and colorless. I sat by the window and watched nothing in particular.",very_sad,loneliness
0394,"To be real, I wanted to share a moment and no one was around",very_sad,loneliness
0395,"Today, the house felt quiet in a way that hurt I rewound a song three times and felt less each loop and I’m tired in a way sleep doesn’t fix. I folded clothes in silence.",very_sad,loneliness
0396,"After a long silence, I avoided a call because I didn’t have words laundry finished and I let it sit in the basket and the day moved past me like fog. I took a slow walk to feel something steady.",very_sad,loneliness
0397,"Early this morning, I missed being understood without explaining and I’m not sure how to keep going like this.",very_sad,loneliness
0398,"Honestly, I avoided a call because I didn’t have words and the emptiness hums quietly. I turned off the lights earlier than usual.",very_sad,loneliness
0399,"Right now, the evening stretched and I felt like a shadow and I’m tired in a way sleep doesn’t fix. I turned off the lights earlier than usual.",very_sad,loneliness
0400,I scrolled looking for a message that never came and it all feels heavy and colorless. I breathed slowly and counted to ten again and again.,very_sad,loneliness
0401,"At the end of it all, I laughed at a show and wished someone heard it",very_sad,loneliness
0402,"In the middle of everything, I sat in a crowded place and felt completely separate and it all feels heavy and colorless.",very_sad,loneliness
0403,the evening stretched and I felt like a shadow and nothing seems to lift the weight.,very_sad,loneliness
0404,"Honestly, I scrolled looking for a message that never came and it all feels heavy and colorless.",very_sad,loneliness
0405,I avoided a call because I didn’t have words the apartment was clean and I still felt messy inside and I feel worn thin.,very_sad,loneliness
0406,"Right now, I wanted to share a moment and no one was around and the day moved past me like fog. I took a slow walk to feel something steady.",very_sad,loneliness
0407,"At the end of it all, I avoided a call because I didn’t have words and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0408,"This evening, I laughed at a show and wished someone heard it and the day moved past me like fog. I put on a song and it felt hollow.",very_sad,loneliness
0409,I waved at a neighbor and felt the distance anyway and hope feels very far away.,very_sad,loneliness
0410,I wanted to share a moment and no one was around I checked the calendar and closed it right away and it all feels heavy and colorless. I watered a plant and felt nothing change.,very_sad,loneliness
0411,"Early this morning, the evening stretched and I felt like a shadow my phone lit up with news I couldn’t care about and I can’t find any spark in me. I washed my face and tried to reset.",very_sad,loneliness
0412,I waved at a neighbor and felt the distance anyway the lecture ended and I couldn’t recall a single point and hope feels very far away.,very_sad,loneliness
0413,I waved at a neighbor and felt the distance anyway the lecture ended and I couldn’t recall a single point and I can’t find any spark in me.,very_sad,loneliness
0414,"Somehow, I talked out loud to fill the silence and I feel worn thin. I breathed slowly and counted to ten again and again.",very_sad,loneliness
0415,"Today, I laughed at a show and wished someone heard it I cooked something simple and barely tasted it I took a slow walk to feel something steady.",very_sad,loneliness
0416,"Right now, I waved at a neighbor and felt the distance anyway and the emptiness hums quietly.",very_sad,loneliness
0417,I avoided a call because I didn’t have words and the day moved past me like fog. I folded clothes in silence.,very_sad,loneliness
0418,I missed being understood without explaining and I’m tired in a way sleep doesn’t fix.,very_sad,loneliness
0419,"Right now, I laughed at a show and wished someone heard it and I feel worn thin. I watered a plant and felt nothing change.",very_sad,loneliness
0420,I talked out loud to fill the silence I cooked something simple and barely tasted it and the day moved past me like fog.,very_sad,loneliness
0421,I wanted to share a moment and no one was around at work the update landed and I felt nothing and it all feels heavy and colorless.,very_sad,loneliness
0422,I sat in a crowded place and felt completely separate at work the update landed and I felt nothing and hope feels very far away.,very_sad,loneliness
0423,"Honestly, I missed being understood without explaining and hope feels very far away. I watered a plant and felt nothing change.",very_sad,loneliness
0424,I wanted to share a moment and no one was around and I can’t find any spark in me.,very_sad,loneliness
0425,"In the middle of everything, I wanted to share a moment and no one was around and I can’t find any spark in me.",very_sad,loneliness
0426,I laughed at a show and wished someone heard it the apartment was clean and I still felt messy inside and every step feels two steps back.,very_sad,loneliness
0427,"At the end of it all, I waved at a neighbor and felt the distance anyway I checked the calendar and closed it right away and it all feels heavy and colorless. I washed my face and tried to reset.",very_sad,loneliness
0428,"In the middle of everything, I talked out loud to fill the silence and the day moved past me like fog. I put on a song and it felt hollow.",very_sad,loneliness
0429,"At the end of it all, I sat in a crowded place and felt completely separate I rewound a song three times and felt less each loop I breathed slowly and counted to ten again and again.",very_sad,loneliness
0430,the house felt quiet in a way that hurt and it all feels heavy and colorless.,very_sad,loneliness
0431,"Honestly, I laughed at a show and wished someone heard it and the day moved past me like fog.",very_sad,loneliness
0432,"Right now, I missed being understood without explaining and hope feels very far away.",very_sad,loneliness
0433,"Early this morning, I laughed at a show and wished someone heard it and I feel worn thin.",very_sad,loneliness
0434,"Early this morning, I scrolled looking for a message that never came laundry finished and I let it sit in the basket and I feel worn thin.",very_sad,loneliness
0435,"To be real, I sat in a crowded place and felt completely separate and the emptiness hums quietly.",very_sad,loneliness
0436,"Somehow, I laughed at a show and wished someone heard it I checked the calendar and closed it right away and it all feels heavy and colorless. I turned off the lights earlier than usual.",very_sad,loneliness
0437,"This evening, I wanted to share a moment and no one was around and I feel worn thin. I made tea and watched the steam fade.",very_sad,loneliness
0438,"After a long silence, I laughed at a show and wished someone heard it on the bus I stared at the same ad for three stops and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0439,"Somehow, I talked out loud to fill the silence",very_sad,loneliness
0440,I sat in a crowded place and felt completely separate laundry finished and I let it sit in the basket and the emptiness hums quietly.,very_sad,loneliness
0441,"Honestly, I talked out loud to fill the silence I took a slow walk to feel something steady.",very_sad,loneliness
0442,I laughed at a show and wished someone heard it and the emptiness hums quietly.,very_sad,loneliness
0443,"Right now, I avoided a call because I didn’t have words and it all feels heavy and colorless. I wrote a few lines and then stopped.",very_sad,loneliness
0444,the house felt quiet in a way that hurt and the emptiness hums quietly. I breathed slowly and counted to ten again and again.,very_sad,loneliness
0445,I talked out loud to fill the silence and nothing seems to lift the weight. I turned off the lights earlier than usual.,very_sad,loneliness
0446,"This evening, I scrolled looking for a message that never came and hope feels very far away.",very_sad,loneliness
0447,I scrolled looking for a message that never came the lecture ended and I couldn’t recall a single point and every step feels two steps back.,very_sad,loneliness
0448,"Early this morning, I laughed at a show and wished someone heard it at work the update landed and I felt nothing and I feel worn thin.",very_sad,loneliness
0449,"Today, I avoided a call because I didn’t have words and nothing seems to lift the weight.",very_sad,loneliness
0450,I sat in a crowded place and felt completely separate and every step feels two steps back. I sat by the window and watched nothing in particular.,very_sad,loneliness
0451,"At the end of it all, I wanted to share a moment and no one was around the apartment was clean and I still felt messy inside and the day moved past me like fog.",very_sad,loneliness
0452,"Honestly, I wanted to share a moment and no one was around laundry finished and I let it sit in the basket and I’m tired in a way sleep doesn’t fix.",very_sad,loneliness
0453,I waved at a neighbor and felt the distance anyway the lecture ended and I couldn’t recall a single point and I’m not sure how to keep going like this. I made tea and watched the steam fade.,very_sad,loneliness
0454,"This evening, I sat in a crowded place and felt completely separate and I’m tired in a way sleep doesn’t fix. I washed my face and tried to reset.",very_sad,loneliness
0455,"Early this morning, the house felt quiet in a way that hurt laundry finished and I let it sit in the basket",very_sad,loneliness
0456,"Honestly, I waved at a neighbor and felt the distance anyway I cooked something simple and barely tasted it and hope feels very far away.",very_sad,loneliness
0457,"After a long silence, the house felt quiet in a way that hurt and nothing seems to lift the weight. I made tea and watched the steam fade.",very_sad,loneliness
0458,"Today, I avoided a call because I didn’t have words I rewound a song three times and felt less each loop and it all feels heavy and colorless.",very_sad,loneliness
0459,I avoided a call because I didn’t have words at work the update landed and I felt nothing and the day moved past me like fog. I turned off the lights earlier than usual.,very_sad,loneliness
0460,"Right now, the house felt quiet in a way that hurt the lecture ended and I couldn’t recall a single point and I’m not sure how to keep going like this.",very_sad,loneliness
0461,the house felt quiet in a way that hurt and every step feels two steps back. I washed my face and tried to reset.,very_sad,loneliness
0462,"Early this morning, I talked out loud to fill the silence and it all feels heavy and colorless. I made tea and watched the steam fade.",very_sad,loneliness
0463,"Honestly, the house felt quiet in a way that hurt I cooked something simple and barely tasted it and hope feels very far away. I turned off the lights earlier than usual.",very_sad,loneliness
0464,"Somehow, I laughed at a show and wished someone heard it the apartment was clean and I still felt messy inside and nothing seems to lift the weight. I put on a song and it felt hollow.",very_sad,loneliness
0465,"At the end of it all, the evening stretched and I felt like a shadow and it all feels heavy and colorless.",very_sad,loneliness
0466,"This evening, I waved at a neighbor and felt the distance anyway and I feel worn thin.",very_sad,loneliness
0467,"Honestly, I avoided a call because I didn’t have words I cooked something simple and barely tasted it and the emptiness hums quietly. I put on a song and it felt hollow.",very_sad,loneliness
0468,I laughed at a show and wished someone heard it and the emptiness hums quietly. I washed my face and tried to reset.,very_sad,loneliness
0469,the evening stretched and I felt like a shadow I rewound a song three times and felt less each loop I breathed slowly and counted to ten again and again.,very_sad,loneliness
0470,"This evening, the house felt quiet in a way that hurt and hope feels very far away. I took a slow walk to feel something steady.",very_sad,loneliness
0471,"After a long silence, I missed being understood without explaining and nothing seems to lift the weight. I wrote a few lines and then stopped.",very_sad,loneliness
0472,I waved at a neighbor and felt the distance anyway at work the update landed and I felt nothing and I can’t find any spark in me.,very_sad,loneliness
0473,"Honestly, I missed being understood without explaining at work the update landed and I felt nothing and the day moved past me like fog. I put on a song and it felt hollow.",very_sad,loneliness
0474,"At the end of it all, the house felt quiet in a way that hurt",very_sad,loneliness
0475,I laughed at a show and wished someone heard it I checked the calendar and closed it right away,very_sad,loneliness
0476,I talked out loud to fill the silence and the day moved past me like fog.,very_sad,loneliness
0477,"To be real, I avoided a call because I didn’t have words I rewound a song three times and felt less each loop and hope feels very far away.",very_sad,loneliness
0478,"Right now, the evening stretched and I felt like a shadow and the emptiness hums quietly. I washed my face and tried to reset.",very_sad,loneliness
0479,"To be real, I talked out loud to fill the silence and hope feels very far away.",very_sad,loneliness
0480,"In the middle of everything, I wanted to share a moment and no one was around I rewound a song three times and felt less each loop and hope feels very far away.",very_sad,loneliness
0481,I sat in a crowded place and felt completely separate the lecture ended and I couldn’t recall a single point I took a slow walk to feel something steady.,very_sad,loneliness
0482,I sat in a crowded place and felt completely separate at work the update landed and I felt nothing and the day moved past me like fog. I put on a song and it felt hollow.,very_sad,loneliness
0483,the evening stretched and I felt like a shadow and I feel worn thin. I turned off the lights earlier than usual.,very_sad,loneliness
0484,"Early this morning, I avoided a call because I didn’t have words laundry finished and I let it sit in the basket and the day moved past me like fog. I folded clothes in silence.",very_sad,loneliness
0485,I missed being understood without explaining and I’m not sure how to keep going like this. I watered a plant and felt nothing change.,very_sad,loneliness
0486,"Honestly, the house felt quiet in a way that hurt the apartment was clean and I still felt messy inside and every step feels two steps back. I put on a song and it felt hollow.",very_sad,loneliness
0487,"Today, I sat in a crowded place and felt completely separate and I’m tired in a way sleep doesn’t fix. I washed my face and tried to reset.",very_sad,loneliness
0488,I waved at a neighbor and felt the distance anyway my phone lit up with news I couldn’t care about,very_sad,loneliness
0489,"Early this morning, I missed being understood without explaining and I feel worn thin. I folded clothes in silence.",very_sad,loneliness
0490,"In the middle of everything, I wanted to share a moment and no one was around I checked the calendar and closed it right away I breathed slowly and counted to ten again and again.",very_sad,loneliness
0491,"Honestly, I wanted to share a moment and no one was around and nothing seems to lift the weight.",very_sad,loneliness
0492,I waved at a neighbor and felt the distance anyway and I feel worn thin. I wrote a few lines and then stopped.,very_sad,loneliness
0493,I laughed at a show and wished someone heard it and nothing seems to lift the weight.,very_sad,loneliness
0494,I talked out loud to fill the silence and every step feels two steps back.,very_sad,loneliness
0495,"Honestly, I wanted to share a moment and no one was around and every step feels two steps back.",very_sad,loneliness
0496,I waved at a neighbor and felt the distance anyway I washed my face and tried to reset.,very_sad,loneliness
0497,I sat in a crowded place and felt completely separate and I feel worn thin. I made tea and watched the steam fade.,very_sad,loneliness
0498,the evening stretched and I felt like a shadow on the bus I stared at the same ad for three stops and every step feels two steps back.,very_sad,loneliness
0499,the evening stretched and I felt like a shadow and hope feels very far away.,very_sad,loneliness
0500,"In the middle of everything, the evening stretched and I felt like a shadow at work the update landed and I felt nothing and the emptiness hums quietly.",very_sad,loneliness
0501,"To be real, tasks stacked up until I couldn’t see the top the apartment was clean and I still felt messy inside and every step feels two steps back.",very_sad,burnout
0502,"Today, motivation crumbled the moment I started and nothing seems to lift the weight.",very_sad,burnout
0503,I stared at the screen and felt nothing move inside on the bus I stared at the same ad for three stops and nothing seems to lift the weight. I watered a plant and felt nothing change.,very_sad,burnout
0504,"Today, I kept rewriting the same line for hours and I can’t find any spark in me. I took a slow walk to feel something steady.",very_sad,burnout
0505,"This evening, I crossed items off and felt no relief the weather was beautiful and I stayed numb",very_sad,burnout
0506,"Somehow, I crossed items off and felt no relief I checked the calendar and closed it right away and the day moved past me like fog.",very_sad,burnout
0507,"In the middle of everything, I crossed items off and felt no relief I sat by the window and watched nothing in particular.",very_sad,burnout
0508,"Honestly, tasks stacked up until I couldn’t see the top I rewound a song three times and felt less each loop and I feel worn thin.",very_sad,burnout
0509,"Early this morning, rest days don’t feel like rest anymore I breathed slowly and counted to ten again and again.",very_sad,burnout
0510,I crossed items off and felt no relief and it all feels heavy and colorless.,very_sad,burnout
0511,I crossed items off and felt no relief I cooked something simple and barely tasted it and the emptiness hums quietly. I wrote a few lines and then stopped.,very_sad,burnout
0512,coffee didn’t touch the exhaustion this time and I feel worn thin.,very_sad,burnout
